0,0.0,1,0.7874,2237.1000000000004,8.81848,5.0,1906,7,8
1,7.6518,8,120.8659,96941.0,7724.988479999999,12.0,1970,1,CHEVROLET CHEVELLE MALIBU
2,6.3765,8,137.795,123040.50000000001,8141.661659999999,11.5,1970,1,BUICK SKYLARK 320
3,7.6518,8,125.1966,111855.0,7575.07432,11.0,1970,1,PLYMOUTH SATELLITE
4,6.8016,8,119.6848,111855.0,7568.460459999999,12.0,1970,1,AMC REBEL SST
5,7.226699999999999,8,118.8974,104398.0,7603.734379999999,10.5,1970,1,FORD TORINO
6,6.3765,8,168.8973,147648.6,9570.25542,10.0,1970,1,FORD GALAXIE 500
7,5.9514,8,178.7398,164054.0,9598.91548,9.0,1970,1,CHEVROLET IMPALA
8,5.9514,8,173.228,160325.5,9506.32144,8.5,1970,1,PLYMOUTH FURY III
9,5.9514,8,179.1335,167782.5,9755.4435,10.0,1970,1,PONTIAC CATALINA
10,6.3765,8,153.543,141683.0,8487.786999999998,8.5,1970,1,AMC AMBASSADOR DPL
11,6.3765,8,150.7871,126769.00000000001,7855.061059999999,10.0,1970,1,DODGE CHALLENGER SE
12,5.9514,8,133.858,119312.0,7956.473579999999,8.0,1970,1,PLYMOUTH 'CUDA 340
13,6.3765,8,157.48,111855.0,8291.57582,9.5,1970,1,CHEVROLET MONTE CARLO
14,5.9514,8,179.1335,167782.5,6803.4573199999995,10.0,1970,1,BUICK ESTATE WAGON (SW)
15,10.202399999999999,4,44.4881,70841.5,5229.3586399999995,15.0,1970,3,TOYOTA CORONA MARK II
16,9.3522,6,77.9526,70841.5,6245.688459999999,15.5,1970,1,PLYMOUTH DUSTER
17,7.6518,6,78.3463,72332.90000000001,6115.615879999999,15.5,1970,1,AMC HORNET
18,8.9271,6,78.74,63384.50000000001,5703.35194,16.0,1970,1,FORD MAVERICK
19,11.477699999999999,4,38.1889,65621.6,4695.8405999999995,14.5,1970,3,DATSUN PL510
20,11.0526,4,38.1889,34302.200000000004,4045.4776999999995,20.5,1970,2,VOLKSWAGEN 1131 DELUXE SEDAN
21,10.6275,4,43.307,64875.9,5890.74464,17.5,1970,2,PEUGEOT 504
22,10.202399999999999,4,42.1259,67113.0,5357.2266,14.5,1970,2,AUDI 100 LS
